,-8188,-13972,2040
,-8272,-13704,1720
,-9028,-13796,1652
,-8076,-12656,3432
,-10336,-15284,-16
,-7396,-13400,-2664
,-5348,-13328,-396
,-8840,-13188,1772
,-10260,-14712,772
,-8148,-12360,164
,-7820,-14260,876
,-7532,-15100,652
,-7716,-14624,140
,-7844,-14840,896 // 1 end
,-11788,-11640,4920
,-10316,-11316,4044
,-11380,-12228,4556
,-11556,-10148,5052
,-12596,-11120,4724
,-13368,-6348,18008
,-584,216,15732
,18212,-6648,7532
,32767,-16264,-1320
,32767,-14120,2164
,-756,-12948,11492
,26048,-32768,23324
,32767,-32768,8088
,32767,2320,-17620
,7972,26296,9944
,-7124,5512,12188
,-7120,8952,4272
,-5588,-6536,6032
,-10344,-12676,9524
,-10912,-20876,4796
,-13464,-18084,8452
,-9104,-14176,5600
,-9928,-18596,6056
,-9400,-13304,11328
,-8236,-9712,17076
,6248,-7656,19488
,24128,-2768,4964
,32767,-7556,-8996
,29352,-13768,236
,16432,-21204,10572
,32767,-32768,128
,32767,-32768,-32768
,32767,32767,-24196
,-6400,10660,10064
,-356,14756,3328
,1780,-8472,13140
,-6988,-9040,6744
,-11468,-20992,5484
,-7068,-22344,6696
,-9552,-16424,4440
,-5632,-16056,2600
,-4404,-16508,3824
,-1940,-17068,7020
,-3912,-14108,8848
,-2360,-14180,18776
,9976,-8208,13144
,19240,-5332,1908
,31744,-7008,-4148
,25116,-18272,2244
,15232,-20392,9728
,32767,-32768,16128
,32767,-32768,-120
,32767,11332,2568
,1564,27380,7024
,-8900,8660,10172
,-6980,9148,11160
,464,7300,3536
,-3308,-14116,5528
,-4420,-20316,4336
,-7632,-21168,7256
,-7516,-15552,7452
,-5636,-17876,3868
,-1196,-19948,5868
,-2476,-16884,13148
,328,-14484,17864
,8092,-6288,13064
,21764,-1592,1560
,32767,-8120,-2992
,30324,-13656,3656
,17896,-9812,7640
,27752,-21032,9604
,32767,-32768,-504
,32767,-4460,-26812
,30376,28952,2332
,-8864,6384,5056
,-144,9868,10500
,-9476,-19352,2264
,-7700,-17356,2320
,-6216,-14680,5824
,-7616,-17536,10200
,-5492,-15468,17768
,6996,-10004,14820
,20196,-3108,2668
,29856,-14644,-6612
,23732,-17184,2832
,15300,-11356,8936
,23120,-26700,912
,32767,-32768,10632
,32767,-29668,-32768
,32767,29032,-5680
,-6264,6940,8116
,316,11572,12392
,-108,-3180,6492
,-6436,-9428,8428
,-9856,-17128,8820
,-8272,-21928,4708
,-12936,-19068,1092
,-9516,-14256,4196
,-9456,-16272,5636
,-10352,-15656,8688
,-9440,-15260,12552
,4480,-10068,18300
,15800,-2356,7228
,32767,-9088,-12028
,23444,-7964,-4568
,17896,-9312,3028
,32767,-23484,2584
,32767,-27396,-12116
,32767,-16320,-32768
,27084,32767,2716
,-4812,9840,8540
,-6620,9232,14948
,-5404,-360,4180
,-5092,-9840,10260
,-8356,-18120,11300
,-7160,-17812,12596
,-11308,-15940,6104
,-10388,-13012,5292
,-2712,-17116,600
,-3864,-18504,1536
,-5592,-18248,10876
,2344,-10328,14960
,19552,-3456,128
,30032,-7472,3508
,29252,-17424,-1940
,15780,-13564,2568
,29496,-32104,6724
,32767,-32768,-1792
,32767,-23240,-636
,32767,30288,13220
,-11648,8628,4032
,692,-1468,7024
,-6212,-12236,5876
,-11884,-13568,10968
,-12628,-7056,14240
,-8244,-19928,8980
,-4216,-13404,3608
,-2572,-12580,5132
,-4488,-20592,7548
,-4344,-12960,14836
,8392,-9544,15124
,22136,-6640,2264
,31060,-5828,-8028
,25804,-10836,-876
,18748,-9288,7400
,32767,-32384,-4816
,32767,-29944,2712
,32767,5488,-26112
,14780,32767,10272
,-6004,10392,13188
,-6056,892,8788
,-9280,-6876,6040
,17380,-3496,1024
,32767,-12560,3060
,32767,-20292,-32768
,32767,8296,-32768
,12312,32767,-3760
,-9084,6708,12184
,-4124,11408,10900
,-3992,-7204,6976
,-5648,-11580,2812
,-4892,-17180,2320
,-4760,-18568,-660
,-9900,-19404,1060
,-6976,-15744,-1536
,-6384,-17728,6180
,-6396,-15472,8972
,-700,-13172,13348
,10788,-11136,11196
,24444,-4160,-624
,32756,-10708,-10980
,18960,-3660,-2388
,21428,-12252,3372
,32767,-27720,-17284
,32767,-17212,-32768
,32767,23804,-32768
,192,20528,17316
,-13696,5040,11788
,-11636,4384,10444
,-9296,-1788,8424
,-9656,-7172,2444
,-8760,-8040,6636
,-11172,-16048,2828
,-14684,-15576,1612
,-10780,-16744,4664
,-10736,-15504,7012
,32767,30636,18244
,-6292,12848,372
,-10172,12484,10284
,-6416,1164,5944
,-8332,-5080,7016
,-11188,-7976,10356
,-12712,-24116,14368
,-11900,-13524,4140
,-8792,-14516,4548
,-6896,-16112,10560
,-6844,-11784,14292
,1376,-11352,17192
,13188,-5480,9864
,30556,-7640,-3164
,24780,-13320,5520
,14416,-14964,8580
,28700,-32768,17488
,32767,-32768,2948
,32767,28292,-4896
,3408,32767,16140
,-11264,6932,8892
,-8324,11612,8324
,-4992,-4808,6276
,-8912,-10820,4612
,-14996,-16164,3064
,-13884,-13940,-4148
,-12744,-13320,-2612
,-11380,-15612,1444
,-12268,-13692,4228
,25120,-3636,1904
,32408,-7816,-4620
,24224,-14824,-3456
,18052,-12636,10940
,32767,-32768,9088
,32767,-32768,-7736
,32767,13472,804
,-7436,12652,7796
,-9228,3772,14888
,-7208,9412,16004
,-5200,15872,2880
,-5688,-11876,592
,-9940,-15496,3276
,-8532,-18732,924
,-6420,-19400,3844
,-5804,-18044,4560
,-6616,-21236,6744
,-220,-16104,15144
,13892,-3988,8528
,32767,-4472,-5036
,27716,-5116,-1040
,17356,-9892,6156
,32364,-26152,3860
,32767,-32768,-28864
,32767,-11792,-32768
,27716,32767,-24
,-7448,5876,9076
,-6300,4912,11252
,-4580,-2368,9256
,-8924,-15984,9672
,-6200,-14616,16236
,5104,-7064,16384
,24712,-8984,3836
,32767,-248,-13044
,29392,-7992,-3708
,20812,-12532,4632
,32767,-32768,-13588
,32767,-9836,-32768
,32767,21992,-21756
,1972,22176,10008
,-2272,13284,10232
,2596,-3284,9748
,-7180,-11020,7656
,-9252,-13392,3840
,-8708,-22328,4224
,-9728,-17228,1024
,-8256,-18732,768
,-4976,-19312,4484
,-5016,-17680,12224
,1828,-11924,17544
,12196,-8828,12528
,23028,-1488,-6396
,32767,-8656,-9948
,23476,-10652,604
,27748,-30348,6876
,32767,-32768,-32768
,32767,-20400,-32768
,32767,30900,-4660
,-5052,6656,10916
,-6004,13416,12616
,-3980,2796,12304
,-6360,-6860,5608
,-4476,-12028,3964
,-5672,-17264,6124
,-7336,-23768,5564
,-6736,-18968,3312
,5276,-11460,14436
,26952,-9388,-5876
,31348,-9900,-5704
,18160,-9948,4720
,32767,-32768,976
,32767,-2400,-32768
,32767,32767,364
,-7948,15756,9848
,-10116,13572,6888
,-9272,2656,7092
,-9700,-1692,6348
,-9256,-10676,4232
,-10584,-17524,4744
,-10820,-18880,5072
,-10164,-18644,3556
,-9036,-18868,8976
,-5836,-13820,14304
,3400,-9036,14520
,17060,-5724,6744
,30316,-10136,-7220
,28016,-8768,-9848
,18040,-13996,252
,32048,-25032,4044
,32767,-32768,-10664
,32767,-1016,-32768
,32767,32767,11576
,-2832,5596,12320
,-2116,13656,2980
,-1812,-9112,4596
,-10804,-18520,1424
,-12020,-21412,772
,-9824,-22268,-2972
,-8768,-18372,-308
,-6400,-19564,3160
,-7120,-16128,11856
,-1940,-9916,14444
,6172,-6708,13412
,13564,-12096,2208
,24304,-11740,-420
,18264,-14428,372
,14340,-12756,2488
,22324,-22156,2380
,32767,-32768,17296
,32767,-32768,-19120
,32767,12740,4224
,-476,22376,3848
,-6520,15572,12088
,-4136,5656,8492
,-8456,-15080,3508
,-11468,-12168,544
,-10436,-14708,116
,-13032,-16764,1856
,-12004,-15980,6296
,-10228,-19896,6048
,-8968,-15236,9928
,-2212,-10200,11924
,4044,-11576,8964
,7216,-15412,8140
,10632,-18572,6320
,11568,-20012,10764
,5156,-19732,12072
,11796,-32768,17252
,32767,-32768,26212
,32767,-32768,8916
,26544,30788,13420
,-13956,5544,6292
,-16264,5368,5080
,-9456,-452,5204
,-14504,-684,264
,-12764,-2536,4300
,-19084,-6916,1396
,-15832,-6992,-728
,-13140,-6864,-1840//2end
,-8456,-13696,3260
,-8900,-12784,4388
,-6752,-11484,11156
,-6276,-15156,15412
,-1480,-32768,17888
,-6620,-32768,-284
,1384,-12288,-16848
,-1796,2700,-10364
,-12944,-10524,1292
,-10664,-8292,2256
,-11576,-8248,736
,-15076,-12172,4096
,-15272,-14336,8216
,-9828,-8700,6836
,-6048,-7000,16900
,7928,-18716,17432
,1704,-32768,5636
,2416,-32768,-18328
,3508,2316,-9692
,1824,1644,-14624
,18388,-7820,-32768
,32468,-32768,-32768
,11308,-24336,3296
,720,-7548,-2700
,12,-14016,-9940
,-4024,-13984,-5360
,-13200,-14764,120
,-14760,-16400,-84
,-17292,-10680,-100
,-9944,-7148,-2300
,-11496,-6200,684
,-17884,-11336,5028
,-13388,-8872,8428
,-7160,-2440,9928
,-6048,-18444,12764
,-8280,-31652,10136
,-1036,-32768,-8524
,1924,-5136,-20136
,648,4128,-12796
,6372,-64,-32768
,32767,-32768,-20328
,-3676,-27048,-6748
,2796,-9988,1956
,7260,-12792,-12408
,-3772,-14416,-7632
,-12856,-12280,168
,-16436,-7352,-256
,-13008,-8240,-148
,-12664,-6304,-1844
,-20908,-16756,4684
,-10676,-5640,3748
,-10352,-9004,7332
,-16768,-10040,9444
,-244,876,8672
,6652,-32768,14780
,-2028,-32768,-4600
,11704,-10288,-24148
,5632,9880,-5064
,-3496,-4388,-26092
,32767,-27208,-32768
,2676,-32768,4004
,8748,-11980,-14748
,2268,-12636,-7800
,984,-9360,-10216
,-8352,-8700,-5316
,-16996,-10488,1872
,-11964,-10460,3668
,-12940,-6784,-672
,12308,-29208,-9812
,4828,-12212,-12560
,5920,-12312,-14236
,-4000,-8576,-9936
,-9676,-9752,152
,-12860,-8924,2084
,-10876,-10068,2968
,-11248,-9868,24
,-12372,-14184,2764
,-15436,-14328,5008
,-10568,-10496,4216
,-8468,-9924,3920
,-8112,-11176,13448
,388,-14724,15840
,13084,-28176,11944
,6528,-32768,548
,6336,-25636,-21008
,5412,4916,-4984
,-10900,-7136,1228
,-13248,-17080,1740
,-11992,-15924,5544
,-8928,-11696,4792
,-8496,-10900,8424
,-2092,-9684,14576
,4188,-19480,11084
,4632,-32768,9732
,1016,-31668,-10164
,1752,3168,-6256
,748,4084,-15740
,22652,-19824,-32768
,27800,-32768,-32768
,6712,-14044,-10980
,3644,-6864,-6408
,832,-16624,-13932
,-8812,-12224,-3308
,-12548,-14584,-608
,-9472,-9180,-1120
,-10228,-7248,-936
,-13808,-10716,-352
,-12704,-13716,3796
,-12940,-12560,6920
,-9428,-11076,5976
,-6272,-7876,9792
,-276,-16272,15020
,2112,-32768,16392
,-124,-32768,5948
,4276,-15264,-15480
,2380,7740,-8524
,-3364,420,-17252
,32767,-25948,-32768
,8792,-15716,-14232
,6336,-21612,5032
,-3492,-16968,544
,-8596,-11596,-868
,-15316,-7636,2860
,-15956,-7252,2204
,-14304,-7420,2216
,-9804,-8200,2580
,-15312,-9604,5368
,-15312,-12032,7664
,-12692,-10092,6664
,-7540,-7076,8824
,-180,-10876,8844
,6432,-7044,-18272
,1196,8900,-5424
,17604,984,-32768
,32767,-32768,-9900
,9308,-16312,-6404
,6496,-10996,-13172
,-1056,-16148,-9504
,-5052,-9252,-7572
,-15280,-4200,4864
,-3824,-27672,19036
,-3688,-32768,3340
,6660,-10556,-18152
,3064,5944,-8252
,6120,260,-22656
,32767,-32768,-30140
,17292,-3028,-18000
,12964,-16392,-7920
,4072,-15484,-6072
,-8732,-8468,-2132
,-11208,-7256,732
,-12788,-8660,4780
,-13788,-4952,1392
,-14356,-9112,1464
,-17032,-11920,4944
,-12020,-8636,2352
,-7732,-3192,7136
,-6148,-15136,14844
,-3928,-16132,11368
,-548,-28704,17608
,1120,-32768,-12
,-160,-6488,-15368
,2100,4792,-9552
,2236,-10076,-26488
,32767,-32768,-32768
,22892,-18924,-16320
,6252,-21856,-4620
,-6164,-11368,1160
,-10064,-8348,-816
,-15396,-7280,2072
,-13236,-10532,-616
,-12908,-7108,-680
,-17248,-10848,1896
,-16092,-8104,4424
,-10804,-8320,3252
,-11092,-6080,7400
,4160,-5736,14340
,15316,-32768,12016
,9108,-32768,-21696
,3004,-196,-12620
,1040,8928,-4176
,12228,6592,-24100
,32767,-32768,-32768
,13516,-24300,-12380
,6640,-16944,-8408
,404,-12880,-3264
,-10920,-8432,-388
,-15296,-4448,3408
,-13664,-6744,-624
,-10224,-7136,-832
,-13912,-8056,332
,-17464,-15008,2456
,-13396,-11868,3732
,-8364,-7208,11268
,1756,-12540,16048
,7196,-9660,-18992
,1040,1864,-18920
,15988,-14844,-32768
,25804,-32768,-18088
,8184,-15840,-8888
,972,-5604,-3432
,-5424,-10172,-6112
,-16180,-10464,380
,-14988,-8328,-936
,-12100,-5612,-152
,-10960,-6240,-2116
,-17780,-14192,4720
,-14404,-10832,7920
,-9752,-9172,6224
,-6588,-3144,10704
,-4144,-20668,14048
,-88,-32728,20720
,5108,-32768,-5564
,4444,420,-15716
,-1588,-1252,-12168
,14384,-6288,-32768
,32767,-32768,-27388
,12932,-14792,-4952
,5824,-9880,-5504
,4100,-16776,-9684
,-13080,-5636,-5380
,-16908,-5356,-4000
,-12924,-7440,-732
,-11860,-4984,-5036
,-18376,-14444,796
,-16752,-12240,3096
,-11660,-7472,3248
,-5748,-4832,7400
,-2844,-20252,13120
,1448,-25892,12936
,3800,-32768,10292
,1776,-21740,-15972
,-536,76,-10156
,764,5880,-13320
,19960,-5180,-32768
,26304,-32768,-32768
,5300,-17708,-372
,2980,-13728,-9264
,4488,-14096,-15036
,-9780,-8680,-2420
,-13976,-2648,2516
,-15972,-3836,-844
,-15648,-7312,352
,-17140,-13516,4360
,-12052,-7880,9152
,-5412,-4224,7676
,-4472,-11596,14380
,-5504,-28060,20672
,-1128,-32768,3820
,6496,-8132,-19692
,1660,4688,-10536
,-11044,-11824,1136
,-14720,-15388,4772
,-13504,-13548,5888
,-11024,-11164,6080
,-6816,-10448,13256
,-2752,-10256,8820
,6652,-15908,11140
,4300,6412,-7444
,3036,-5156,-23352
,32767,-29356,-32768
,2608,-25420,-1988
,4840,-14544,-11072
,4952,-14584,-15568
,-2096,-12252,-3496
,-12960,-5660,2200
,-11732,-8804,-104
,-13112,-10128,-724
,-10276,-12076,168
,-12556,-11248,4284
,-14356,-13140,7472
,-10364,-11616,5672
,-2624,-4752,7724
,12088,-20252,8172
,13944,-25472,-2656
,16756,-30760,-2176
,6620,-24196,-22244
,5816,4852,-8460
,76,8000,-13032
,31476,5856,-32768
,14652,-32768,-26628
,7124,-21556,-884
,2496,-14368,-5712
,1988,-18616,-14380
,-5588,-9900,-7200
,-11152,-6428,-1096
,-15128,-4008,-204
,-12668,-9024,-1832
,-12716,-10068,-260
,-14532,-13064,4180
,-14560,-12628,4088
,-10016,-10784,2188
,-8648,-8096,11420
,-5592,-20532,12868
,4924,-19476,11248
,3480,-32768,11292
,2352,-19492,-17084
,644,2864,-8984
,3644,2584,-20408
,32767,-15092,-32768
,10524,-25840,-7664
,4484,-17068,-9744
,3884,-14204,-8264
,-3784,-13268,-5472
,-12412,-8188,3412
,-13456,-8848,2644
,-11464,-12232,1224
,-12588,-12692,792
,-15564,-13284,3872
,-144,10128,-3948
,1416,-1664,-20524
,32767,-22840,-32768
,16036,-32768,-1632
,4420,-17820,-5492
,-128,-12436,-4716
,-5944,-13848,-11996
,-7016,-13088,-3660
,-9304,-7460,-2948
,-12224,-8576,-20
,-11904,-8568,3188
,-14176,-6724,2484
,-9432,-22628,5696
,-11444,-13720,2188//3end
,-7912,-15404,4232
,-7564,-14700,5400
,-7916,-11992,5220
,-12340,-12744,884
,-740,-18108,-3552
,10832,-19020,6224
,23036,-10168,6740
,23372,2528,15964
,25712,296,14672
,32767,-20356,-6836
,32767,-108,-32768
,6024,15764,-5372
,-4548,16468,-13624
,-4856,2408,-12936
,700,4048,-14428
,452,-15484,-5976
,-4968,-26084,8240
,-7196,-18388,15456
,-1304,-14896,9172
,4512,-12740,12056
,820,-17640,11648
,-3744,-8348,6176
,-4588,-13152,-1240
,20928,-16020,-3072
,25056,-2216,6744
,15908,-1152,1476
,32767,-28032,20900
,32767,-32768,-32768
,31544,32767,-32768
,-6120,9008,-7576
,-8384,5508,-12400
,-4060,3728,-13968
,-4,2292,-16648
,-3012,-9684,-7072
,-18712,-12980,10700
,-14404,-15016,6732
,-9788,-14536,8572
,-11196,-12564,4032
,-11196,-15548,-976
,-10108,-14384,-308
,-7668,-9864,1236
,-6844,-12752,-8500
,1676,-17188,-2752
,13720,-16752,5576
,18024,-12732,5588
,16996,-10484,2380
,26732,-23000,17520
,32767,-32768,-18248
,32767,32767,-32768
,-9284,8788,-12532
,-5980,3772,-12760
,-6500,-144,-13536
,-4656,-4280,-12100
,-4748,-11276,-6676
,-13812,-15324,4324
,-13184,-13956,8548
,-10564,-14496,5720
,-9232,-13244,1972
,-9480,-15700,-176
,-8320,-14748,1144
,-7848,-14152,-5584
,13528,-22720,-5008
,15456,-11088,-4124
,16184,-9900,-1832
,17400,-10836,-5400
,32767,-19584,5600
,32767,-30108,-27488
,32767,31928,-32768
,-13208,-188,-5868
,-9608,1928,-13608
,-9248,-5956,-11208
,-4532,3744,-7956
,-10984,-8880,-1484
,-12260,-20236,2660
,-12324,-16272,7348
,-8184,-14916,1904
,-7664,-11028,56
,-2972,-22824,-1104
,19588,-13508,9664
,15976,7504,2840
,21020,8880,11116
,32767,11916,12304
,32767,-31348,-24960
,20224,25844,-29856
,-7680,3044,-12588
,-5784,1256,-13516
,-2540,-5796,-11036
,-6128,-7980,-7036
,-15836,-18672,-656
,-14876,-12332,6684
,-11836,-13044,7056
,-6696,-9772,6588
,-7224,-17028,856
,-6668,-17412,-876
,-10540,-14504,3928
,-12416,-18012,2084
,544,-5956,11172
,12892,-7432,12332
,14656,7628,14192
,25196,8588,32767
,32767,-24740,15528
,14160,5732,-23072
,-9012,2284,-18004
,-8736,-1048,-10880
,-2580,-5332,-12220
,-8536,-12456,-12532
,-11860,-8136,3316
,-17044,-13012,6748
,-14636,-12804,4448
,-11264,-11448,4744
,-10804,-13972,2716
,-9668,-13712,1096
,-9668,-10240,2572
,-12920,-16384,616
,-792,-18932,6312
,13472,4356,13448
,17120,5856,11068
,18364,16404,15232
,32767,-23352,32264
,32767,19056,-32768
,-6576,12040,-11544
,-6804,-2432,-12904
,-3424,-2672,-15364
,-5640,-11012,-13208
,-9220,-8268,-9208
,-8936,-12868,-756
,-10844,-14104,8236
,-9828,-15116,8832
,-7436,-16188,4992
,-8516,-14120,3396
,-7932,-12972,3840
,-9116,-516,-11544
,-6224,-9908,-13828
,-8620,-1472,-9576
,-11152,-5452,-8
,-11924,-17780,10144
,-13488,-12736,7832
,-9896,-12616,5716
,-9032,-15792,1460
,-10352,-13168,2304
,-1684,-24548,4704
,14940,3040,11396
,30504,-4100,31292
,32767,-32768,8660
,27416,24292,-24884
,-4296,4752,-19796
,-4744,3608,-12492
,-6280,-6440,-8692
,-10100,-7252,-8892
,-10652,-13216,3220
,-14392,-16580,11484
,-10012,-12944,9704
