-11788,-11640,4920,-3208,-11300,13072,4004,-15344,3400
-10316,-11316,4044,-2756,-11404,11836,4396,-15400,2744
-11380,-12228,4556,-3220,-12072,12572,4016,-15636,3672
-11556,-10148,5052,-3124,-10288,12952,4048,-15516,3964
-12596,-11120,4724,-3688,-11552,13756,4140,-15916,5796
-13368,-6348,18008,3724,-4724,21812,9424,-12076,8844
-584,216,15732,10624,-168,10768,10116,-9720,5032
18212,-6648,7532,17280,-9236,-2000,9468,-14500,-3084
32767,-16264,-1320,32767,-16320,-11256,16608,-8560,-1932
32767,-14120,2164,30708,-16868,-1836,21280,-19600,100
-756,-12948,11492,19376,-3360,940,11972,-22688,1524
26048,-32768,23324,30076,-32768,17152,17464,-11816,10092
32767,-32768,8088,32767,-32768,-18108,11540,-32768,-9648
32767,2320,-17620,32767,-1704,-29408,32767,24772,-8208
7972,26296,9944,5052,21616,10844,-3852,4956,16716
-7124,5512,12188,-5432,10016,11132,-4680,3668,14592
-7120,8952,4272,-6056,7856,7256,-4968,180,14352
-5588,-6536,6032,-2936,-984,7644,-5972,-1848,8360
-10344,-12676,9524,-8352,-9028,13864,-2128,-19136,8704
-10912,-20876,4796,-3988,-17616,17288,2536,-19948,10348
-13464,-18084,8452,-1632,-16612,16980,3336,-18664,904
-9104,-14176,5600,-1508,-14996,11276,5912,-13704,-1228
-9928,-18596,6056,2212,-17492,13020,11224,-15136,-1392
-9400,-13304,11328,5264,-11932,14404,12416,-12940,980
-8236,-9712,17076,8764,-8368,15404,13680,-11572,3012
6248,-7656,19488,15632,-4208,8380,14004,-8064,1448
24128,-2768,4964,17732,-3828,-7648,10956,-11044,-2700
32767,-7556,-8996,29492,-14292,-7612,11796,-7904,-1772
29352,-13768,236,29224,-15752,-756,23864,-12992,1304
16432,-21204,10572,17684,-18784,5784,12776,-11856,7840
32767,-32768,128,32767,-32768,-10592,11736,-32768,9408
32767,-32768,-32768,32767,-32768,-32768,32767,-32768,-9032
32767,32767,-24196,32767,22192,-28332,676,5000,-1548
-6400,10660,10064,-7244,13136,5856,-2416,6240,15240
-356,14756,3328,784,11168,7632,-30336,5936,9780
1780,-8472,13140,7004,-3580,11044,3392,-2168,12532
-6988,-9040,6744,-4180,-8912,13312,-224,-14900,11104
-11468,-20992,5484,-520,-19712,14016,-372,-23588,7628
-7068,-22344,6696,2320,-18428,11948,6612,-15936,6252
-9552,-16424,4440,276,-15204,11552,5808,-16584,2020
-5632,-16056,2600,2080,-16420,7404,7848,-14636,-2628
-4404,-16508,3824,5036,-15504,7448,11864,-13592,-2356
-1940,-17068,7020,8100,-14420,6768,13500,-10708,-792
-3912,-14108,8848,7400,-12268,9984,12504,-10436,376
-2360,-14180,18776,14756,-9352,13596,17100,-7276,1820
9976,-8208,13144,16500,-5232,3200,13744,-6632,744
19240,-5332,1908,17052,-5540,-4612,10576,-10692,252
31744,-7008,-4148,24264,-9912,-10732,16096,-4620,-1004
25116,-18272,2244,22796,-14884,-980,18792,-11132,916
15232,-20392,9728,17656,-17472,5068,14464,-11536,9084
32767,-32768,16128,32767,-32768,912,3400,-32768,12252
32767,-32768,-120,32767,-32768,-25084,32767,-32768,-8528
32767,11332,2568,32767,12896,-12816,27344,32767,7176
1564,27380,7024,2284,22508,4972,-9496,4860,14188
-8900,8660,10172,-6948,9292,12548,-4504,3120,16216
-6980,9148,11160,-5160,11148,8732,-3596,2872,14652
464,7300,3536,488,5484,5800,2052,632,13100
-3308,-14116,5528,636,-12132,13316,1432,-13936,7236
-4420,-20316,4336,-368,-18208,11364,3108,-18492,9372
-7632,-21168,7256,2428,-18252,13584,5380,-18776,3448
-7516,-15552,7452,1716,-14852,12652,5300,-18348,956
-5636,-17876,3868,2832,-16552,8584,8560,-15560,-1716
-1196,-19948,5868,7688,-16876,7004,13772,-13352,-1564
-2476,-16884,13148,11060,-13008,12248,15800,-11304,2380
328,-14484,17864,16096,-10280,10656,17176,-8380,3648
8092,-6288,13064,14332,-5728,4836,11756,-8012,1832
21764,-1592,1560,15520,-3412,-5836,9372,-12440,748
32767,-8120,-2992,25348,-11084,-7944,15684,-10512,-1504
30324,-13656,3656,25428,-14360,-2580,20268,-10368,976
17896,-9812,7640,16332,-11988,3604,13116,-10220,5920
27752,-21032,9604,28464,-26820,10060,19884,-8916,10340
32767,-32768,-504,32767,-32768,-4700,-1204,-32768,-2988
32767,-4460,-26812,32767,-17924,-25172,32767,20140,-12424
30376,28952,2332,20528,20644,4256,3312,15768,13848
-8864,6384,5056,-5316,6340,6888,-10044,1724,14260
-144,9868,10500,868,10344,6884,-2248,5248,10932
-9476,-19352,2264,-2424,-20368,10316,5672,-18316,3460
-7700,-17356,2320,512,-16188,8488,8420,-13360,-3292
-6216,-14680,5824,3816,-13944,9416,11224,-11536,-1492
-7616,-17536,10200,6844,-13792,14044,14492,-12332,1256
-5492,-15468,17768,11656,-11332,13952,16028,-9428,1404
6996,-10004,14820,14644,-7008,4624,12780,-7544,136
20196,-3108,2668,16344,-6116,-6368,10588,-10324,-688
29856,-14644,-6612,22176,-16868,-5696,13632,-6328,-1524
23732,-17184,2832,19948,-14724,-4492,14952,-12008,764
15300,-11356,8936,15276,-11124,3888,13640,-8088,6752
23120,-26700,912,21320,-29860,4148,16424,-13064,10256
32767,-32768,10632,32767,-32768,2708,-7732,-32768,-676
32767,-29668,-32768,32767,-32768,-29028,32656,-32768,2072
32767,29032,-5680,32767,20404,-3820,8668,15920,13580
-6264,6940,8116,-7808,11172,10256,-8156,3800,13080
316,11572,12392,-2268,13364,5832,-4328,4644,12612
-108,-3180,6492,952,868,9552,-1296,-2532,8044
-6436,-9428,8428,-6276,-7168,13436,456,-9180,14304
-9856,-17128,8820,-2832,-15888,13620,436,-17204,8516
-8272,-21928,4708,-568,-19508,13788,6648,-18124,4216
-12936,-19068,1092,-2900,-18380,12560,6624,-20228,-352
-9516,-14256,4196,44,-15804,9580,9140,-10704,-1880
-9456,-16272,5636,2116,-14352,12192,11876,-14636,240
-10352,-15656,8688,3888,-14224,13016,12384,-12216,432
-9440,-15260,12552,6848,-11712,15484,14448,-11328,2508
4480,-10068,18300,14656,-5744,8424,16256,-7000,748
15800,-2356,7228,16292,-6148,-100,10876,-11844,-3820
32767,-9088,-12028,27520,-15360,-5748,13848,-12892,736
23444,-7964,-4568,19608,-12968,-4112,16580,-8992,1952
17896,-9312,3028,14788,-14008,1676,13260,-9820,7832
32767,-23484,2584,25980,-31916,4160,16056,-15848,12984
32767,-27396,-12116,32767,-32768,1180,-6852,-32768,728
32767,-16320,-32768,32767,-30100,-22624,32767,-1844,4712
27084,32767,2716,19400,27440,4076,5700,7948,16104
-4812,9840,8540,-3040,9444,10112,-7588,3532,14940
-6620,9232,14948,-7524,9108,8684,-3972,1988,14904
-5404,-360,4180,-5032,2508,6936,-3248,-2440,11260
-5092,-9840,10260,-3468,-7044,12064,332,-11152,8524
-8356,-18120,11300,-5056,-14776,15912,2244,-17636,11380
-7160,-17812,12596,-1264,-15320,16108,4180,-17748,5600
-11308,-15940,6104,-884,-15428,13476,6496,-18112,984
-10388,-13012,5292,56,-14608,11816,9860,-14940,-1920
-2712,-17116,600,2924,-17276,3836,10292,-14416,-1208
-3864,-18504,1536,4124,-16248,8888,11396,-14988,148
-5592,-18248,10876,7392,-14880,13640,12616,-12716,2172
2344,-10328,14960,13672,-7708,10368,13584,-8048,1564
19552,-3456,128,14136,-6676,-7844,10908,-12064,-4176
30032,-7472,3508,23568,-11084,-4152,14176,-11588,-4764
29252,-17424,-1940,25612,-16608,-2108,24620,-12624,1196
15780,-13564,2568,14236,-14772,-992,11508,-11276,3904
29496,-32104,6724,27328,-30396,7620,19468,-10332,9468
32767,-32768,-1792,32660,-32768,-10104,-6716,-32768,-10288
32767,-23240,-636,32767,-27124,-11384,32767,-27472,8880
32767,30288,13220,24772,26644,4040,8724,17732,12252
-11648,8628,4032,-2100,5132,8684,-10028,1032,13752
692,-1468,7024,1244,-1092,8252,-764,1916,10112
-6212,-12236,5876,-2044,-10472,11868,2584,-11240,13540
-11884,-13568,10968,-7228,-12212,17120,2180,-19972,9800
-12628,-7056,14240,-1896,-7452,20324,3960,-18716,4564
-8244,-19928,8980,-4140,-18296,14780,4232,-16592,2404
-4216,-13404,3608,580,-11156,8724,7316,-16816,-2504
-2572,-12580,5132,5940,-12020,9852,12256,-14392,720
-4488,-20592,7548,6292,-17308,11204,12300,-12936,1416
-4344,-12960,14836,12188,-11464,14436,16872,-11192,4436
8392,-9544,15124,15916,-7092,6940,13832,-8364,1540
22136,-6640,2264,19184,-9004,-3168,12188,-11796,180
31060,-5828,-8028,24392,-12280,-9488,13928,-8644,940
25804,-10836,-876,20776,-14176,-3228,17404,-8176,1348
18748,-9288,7400,17372,-12080,5360,15828,-6936,8080
32767,-32384,-4816,30252,-32768,-1928,16876,-15312,9760
32767,-29944,2712,32767,-32768,-7080,1664,-32768,-5096
32767,5488,-26112,32767,496,-18976,32767,32767,-9072
14780,32767,10272,3952,23476,4716,-2420,6808,11196
-6004,10392,13188,-3740,10784,12340,-3080,5100,16572
-6056,892,8788,-1544,3048,12496,-312,1956,12880
-9280,-6876,6040,-5896,-4764,13760,-1248,-6260,13380
17380,-3496,1024,16832,-10092,2040,15748,-8076,6528
32767,-12560,3060,30184,-24288,4836,19208,-14056,7516
32767,-20292,-32768,32767,-32768,-22684,2984,-32768,-12884
32767,8296,-32768,32767,-10072,-32768,32767,-12388,-12732
12312,32767,-3760,7420,23752,964,4956,15016,11568
-9084,6708,12184,-964,6584,16292,-5148,2876,17812
-4124,11408,10900,-4088,13004,9820,-2604,2724,13100
-3992,-7204,6976,-1284,-3528,11216,-5248,936,9472
-5648,-11580,2812,-7456,-12344,10056,-1620,-15736,9636
-4892,-17180,2320,-1648,-17360,5636,-444,-16200,7692
-4760,-18568,-660,-436,-19036,5124,4380,-14932,5356
-9900,-19404,1060,-1732,-18800,10144,5448,-20036,-1888
-6976,-15744,-1536,1944,-17544,6564,9976,-13124,-1608
-6384,-17728,6180,5208,-16248,9764,12020,-14120,-300
-6396,-15472,8972,6836,-12900,11980,12976,-11232,-392
-700,-13172,13348,12136,-10228,9780,14976,-9172,872
10788,-11136,11196,16232,-9076,2316,13804,-10248,-584
24444,-4160,-624,15440,-7464,-7148,10944,-11824,560
32756,-10708,-10980,22564,-17384,-9340,13588,-8988,1808
18960,-3660,-2388,16700,-8020,-1584,16448,-9816,4072
21428,-12252,3372,18608,-16020,3960,17176,-7588,9488
32767,-27720,-17284,32767,-32768,-10660,9880,-32768,7040
32767,-17212,-32768,32767,-32768,-26560,26476,-32768,-12248
32767,23804,-32768,32767,20176,-23752,15588,22808,7088
192,20528,17316,984,20956,12100,-1336,6652,11212
-13696,5040,11788,-11640,6520,11952,-5000,544,17168
-11636,4384,10444,-9240,6888,7720,-5044,196,14304
-9296,-1788,8424,-6616,-192,9212,-5436,-660,11504
-9656,-7172,2444,-8980,-6724,10864,-3476,-11924,10956
-8760,-8040,6636,-5948,-6304,9048,-1028,-14008,9076
-11172,-16048,2828,-5448,-15140,11720,1708,-14720,5152
-14684,-15576,1612,-4788,-17408,13612,6004,-22944,-3808
-10780,-16744,4664,1064,-17552,11328,11392,-16400,-1756
-10736,-15504,7012,2484,-14784,13500,11896,-14756,-540
32767,30636,18244,32767,24904,-1272,16836,30444,-2480
-6292,12848,372,-6824,10800,2396,-4844,3028,14120
-10172,12484,10284,-7936,12612,12160,-6124,2268,15484
-6416,1164,5944,-3636,3852,7944,-5084,1544,8240
-8332,-5080,7016,-7696,-3052,10816,-1644,-11208,11460
-11188,-7976,10356,-6172,-6232,16996,-848,-16616,10256
-12712,-24116,14368,-5460,-15740,17704,2468,-17912,7844
-11900,-13524,4140,-7016,-12020,10960,1448,-17952,2740
-8792,-14516,4548,-2212,-11884,12452,5868,-16288,-428
-6896,-16112,10560,3836,-12516,15980,10292,-16980,2760
-6844,-11784,14292,6448,-8764,17736,11348,-13652,3100
1376,-11352,17192,13112,-6100,13924,12156,-12436,4812
13188,-5480,9864,18828,-8580,5148,11080,-10244,2180
30556,-7640,-3164,23180,-11648,-5872,12816,-10664,2060
24780,-13320,5520,22212,-14192,-1664,15872,-12332,4320
14416,-14964,8580,15892,-13696,4888,8524,-12120,8272
28700,-32768,17488,32767,-30244,12564,15720,-17592,14872
32767,-32768,2948,32767,-32768,-16196,7860,-32768,-1376
32767,28292,-4896,32767,8008,-24652,32767,32767,-2216
3408,32767,16140,3048,30204,4812,-3156,6360,14788
-11264,6932,8892,-8284,9916,10620,-4948,3648,15112
-8324,11612,8324,-5092,12588,7996,-2356,2060,13500
-4992,-4808,6276,-4016,-1736,8964,5836,-1808,15040
-8912,-10820,4612,-9024,-9580,9540,-6148,-21572,6236
-14996,-16164,3064,-7736,-14200,14996,260,-22036,3152
-13884,-13940,-4148,-3568,-15872,10648,2580,-17904,3052
-12744,-13320,-2612,-6088,-15348,9916,3324,-16188,-3656
-11380,-15612,1444,-1736,-15964,10984,9912,-15152,-1404
-12268,-13692,4228,-344,-13324,13932,10528,-16068,248
25120,-3636,1904,17052,-8604,-4332,10020,-12996,-480
32408,-7816,-4620,25108,-11272,-9380,18280,-7564,-976
24224,-14824,-3456,19328,-15780,-3356,14312,-8816,3368
18052,-12636,10940,18228,-12284,7440,16892,-4596,11708
32767,-32768,9088,32767,-32768,536,10944,-28944,11636
32767,-32768,-7736,32767,-32768,-18492,26556,-32768,-14292
32767,13472,804,32767,11700,-9328,21900,22648,-3428
-7436,12652,7796,-2140,9060,12100,-6100,3840,12564
-9228,3772,14888,-6584,8568,15796,-4384,2556,15768
-7208,9412,16004,-4696,12728,11808,-6368,5792,14356
-5200,15872,2880,-6168,9548,3076,-5300,980,11372
-5688,-11876,592,-2900,-8308,8232,-2476,-7768,5896
-9940,-15496,3276,-8436,-14060,13276,2360,-18448,8672
-8532,-18732,924,-972,-19868,11824,5140,-19948,2788
-6420,-19400,3844,5200,-19188,9100,10752,-15352,48
-5804,-18044,4560,6036,-16852,10100,12316,-14536,516
-6616,-21236,6744,7988,-16924,10244,13524,-11868,464
-220,-16104,15144,15564,-11200,9872,16876,-7856,1492
13892,-3988,8528,15828,-4792,720,11388,-9012,408
32767,-4472,-5036,18884,-7696,-14024,13460,-13732,492
27716,-5116,-1040,23464,-8596,-4828,15216,-6360,-336
17356,-9892,6156,16180,-11700,5972,12756,-11500,6312
32364,-26152,3860,26012,-28944,2360,15308,-22792,7704
32767,-32768,-28864,32767,-32768,-13344,1820,-32768,-660
32767,-11792,-32768,32767,-27932,-26444,32767,-10212,15460
27716,32767,-24,14504,31496,-7444,-2396,11512,8424
-7448,5876,9076,-6616,9588,12176,-7408,4120,15384
-6300,4912,11252,-6532,8460,10604,-5424,3304,14388
-4580,-2368,9256,-736,-452,10652,-2976,1188,8972
-8924,-15984,9672,4992,-13364,14312,12672,-13788,1948
-6200,-14616,16236,12256,-9740,16488,17012,-10880,3992
5104,-7064,16384,16348,-5104,7648,14012,-7500,3220
24712,-8984,3836,19720,-6948,-4884,10876,-9780,-468
32767,-248,-13044,22520,-12716,-9388,10140,-14964,-2484
29392,-7992,-3708,26712,-10836,-2324,21872,-6856,1380
20812,-12532,4632,16660,-15912,3396,14196,-10568,7300
32767,-32768,-13588,32767,-32768,-6856,19128,-23156,3220
32767,-9836,-32768,32767,-32768,-32768,32767,-32768,-9044
32767,21992,-21756,32767,1956,-29772,31392,27812,5084
1972,22176,10008,1452,14976,2692,-5284,6396,11464
-2272,13284,10232,-3464,14104,8940,-6552,3972,15940
2596,-3284,9748,1856,3892,9140,-1872,3476,8744
-7180,-11020,7656,-1608,-8592,14572,-3576,-7424,14632
-9252,-13392,3840,-5660,-13860,11756,-728,-18408,7980
-8708,-22328,4224,-1484,-18328,9404,2524,-18832,5352
-9728,-17228,1024,-4324,-16648,9916,2836,-18232,888
