ForhandStroke, 11512,-11900,1036,-5768,-12284,10376,2432,-15380,5468
ForhandStroke, -12352,-11328,860,-5956,-12228,11068,2312,-15616,5320
ForhandStroke, -11956,-13328,796,-5896,-13244,10724,2332,-15712,5796
ForhandStroke, -13332,-11008,5052,-4752,-10136,13692,3728,-14592,8384
ForhandStroke, -10920,-7016,13660,1748,-5832,16908,7388,-11744,10536
ForhandStroke, -2880,-10596,13288,8184,-9496,10552,10100,-12764,3124
ForhandStroke, 10080,-20256,7840,15748,-16752,1940,12520,-14992,-3072
ForhandStroke, 20240,-17052,7300,19060,-19648,-196,12796,-18028,-2332
ForhandStroke, 19268,-24184,12036,18176,-20808,2548,13232,-15232,2464
ForhandStroke, 6708,-22076,8124,8576,-21160,8704,8532,-15748,6072
ForhandStroke, 12744,-32768,9952,11108,-32204,7776,6536,-23632,4764
ForhandStroke, 32767,-32768,30516,32767,-32768,-3552,24396,-32768,-9224
ForhandStroke, 32767,664,26104,32767,-1348,1620,29188,-8288,7600
ForhandStroke, -2616,25624,8960,1200,20816,8472,-1532,1416,12724
ForhandStroke, -11184,3768,12900,-6312,5024,15260,-6988,-5532,14884
ForhandStroke, -3912,6348,9936,-2980,6272,10244,-2448,-4940,10652
ForhandStroke, -6544,-12028,4836,-4216,-9880,10708,-1752,-9644,8184
ForhandStroke, -14820,-10688,2504,-11700,-10840,12380,-3568,-22344,7144
ForhandStroke, -16748,-14348,2196,-6724,-14936,13428,-676,-18180,5764
ForhandStroke, -13688,-10496,-1732,-8356,-11776,10856,512,-17668,1444
ForhandStroke, -11860,-10260,-1288,-7224,-10940,8208,308,-15364,-676
ForhandStroke, -9284,-10984,304,-4032,-13388,7948,5552,-14516,-1800
ForhandStroke, -9864,-21860,2472,944,-20476,12336,11680,-16948,2512
ForhandStroke, -10984,-15280,6260,1492,-14744,13332,10768,-14720,1244
ForhandStroke, -9988,-13360,13808,5864,-10836,17352,13248,-13804,4152
ForhandStroke, 2364,-12732,18400,14288,-8504,9284,14804,-8092,1972
ForhandStroke, 18036,-6760,5380,15528,-5900,-3360,11528,-11560,-2968
ForhandStroke, 32767,-11460,8508,24436,-12232,-332,16036,-7880,-740
ForhandStroke, 27340,-13580,4548,19804,-18452,2700,12948,-14760,3012
ForhandStroke, 24844,-23460,7332,16324,-27696,3984,11628,-14496,2976
ForhandStroke, 32767,-32768,-264,19272,-32768,1612,2596,-32768,-1992
ForhandStroke, 32767,-27816,-3856,32767,-32768,-5660,32767,-32768,-7664
ForhandStroke, 32767,20888,4748,32767,13496,-704,21460,10156,10156
ForhandStroke, -5980,13676,10568,-3216,14444,12496,-5472,-2612,14176
ForhandStroke, -9880,4264,10356,-8012,8588,10504,-7900,-5824,13644
ForhandStroke, -5808,5948,6184,-4448,4088,5908,-4640,-2952,8128
ForhandStroke, -6300,-13200,6232,-4888,-9552,11464,-932,-11796,8672
ForhandStroke, -14444,-12952,5148,-9792,-12924,14404,-3272,-22504,7788
ForhandStroke, -13892,-16188,2328,-7764,-15084,12268,424,-17488,6260
ForhandStroke, -11700,-15288,1300,-5724,-14272,10568,2416,-17904,448
ForhandStroke, -9080,-11020,-1924,-5628,-11516,5768,3840,-17256,-3964
ForhandStroke, -8996,-17872,-888,-2360,-18468,7972,8008,-15920,-2232
ForhandStroke, -7072,-18032,3396,1448,-17448,10144,10892,-14656,-92
ForhandStroke, -5456,-15928,5148,2800,-14696,9128,10808,-12948,-16
ForhandStroke, -6264,-14532,12736,8008,-11448,13740,13776,-10912,1436
ForhandStroke, 6688,-11896,18532,17968,-10056,7472,14804,-9612,888
ForhandStroke, 22252,-9704,5004,21288,-10004,-3324,15212,-9780,-428
ForhandStroke, 23124,-9916,1844,21240,-12436,-1948,13908,-8572,-1080
ForhandStroke, 24484,-13236,5372,19392,-14564,1212,14304,-11520,5512
ForhandStroke, 14828,-17848,9616,14424,-18968,3516,12312,-6884,7224
ForhandStroke, 26856,-20932,10984,21804,-24804,6440,10588,-17844,6512
ForhandStroke, 32767,-32768,13988,32767,-32768,-7932,15648,-32768,-7452
ForhandStroke, 32767,-32,-924,32767,-10668,-5916,32767,-20104,3636
ForhandStroke, 4428,26696,13964,5636,17976,8512,-4184,-2100,10692
ForhandStroke, -11104,756,10640,-7264,4288,13868,-7800,-4300,14912
ForhandStroke, -9780,5260,11252,-6480,7052,12776,-6484,-4592,13060
ForhandStroke, -4420,3932,3132,-2720,1296,5936,-3272,-5552,6956
ForhandStroke, -6204,-17736,6152,-4828,-13972,13960,-880,-21244,5828
ForhandStroke, -8520,-21768,1772,-3712,-20828,9980,1632,-20044,6608
ForhandStroke, -7128,-17940,1700,-2268,-18044,8792,3224,-18984,988
ForhandStroke, -10568,-18208,1816,-4480,-17416,10028,3836,-15764,-172
ForhandStroke, -5816,-16788,672,-288,-17720,6640,9420,-15064,-4004
ForhandStroke, -5356,-12924,1508,-84,-14624,6460,8876,-13772,-1692
ForhandStroke, -4348,-18688,3988,3076,-16848,8808,11144,-14320,364
ForhandStroke, -5236,-15308,4368,2760,-14908,7688,10216,-12820,292
ForhandStroke, -5172,-14912,6740,3640,-13260,9964,10624,-12688,1280
ForhandStroke, -1668,-13568,16336,10524,-10500,12340,13608,-9972,2676
ForhandStroke, 7392,-11536,12492,13776,-10528,4720,13444,-10988,-204
ForhandStroke, 16520,-13460,3252,17524,-14180,812,15392,-12704,-2244
ForhandStroke, 24732,-5980,7516,17644,-10928,1160,12544,-15544,-992
ForhandStroke, 21908,-13260,4888,18036,-16328,3060,11416,-9340,7652
ForhandStroke, 17472,-21304,5776,13564,-19984,4112,9420,-10816,5784
ForhandStroke, 30104,-32768,64,14676,-32768,6900,-132,-32768,-3056
ForhandStroke, 32767,-32768,10944,32767,-32768,-15624,32767,-32768,-5236
ForhandStroke, 28456,29732,9256,25848,18692,2120,9712,12196,18416
ForhandStroke, -11108,3540,11788,-9916,9884,14524,-6564,-8756,14532
ForhandStroke, -408,16968,12168,1596,14656,9188,-3880,820,12196
ForhandStroke, -9640,2896,12564,-7764,6012,12296,-8280,-4000,13492
ForhandStroke, -7732,3680,13040,-5100,3464,10248,-4892,-3252,11588
ForhandStroke, -7064,-4792,5488,-5888,-4928,9744,-4696,-5360,10004
ForhandStroke, -10972,-13436,8388,-8976,-12012,12396,-4564,-17876,9448
ForhandStroke, -15024,-13760,3896,-8516,-13648,15188,1012,-20804,4588
ForhandStroke, -10556,-16576,1144,-4300,-14908,10428,3704,-18248,2836
ForhandStroke, -11852,-13292,40,-4968,-15328,8944,5288,-16240,-704
ForhandStroke, -8124,-15640,2504,-1240,-15576,7732,8616,-13532,-2652
ForhandStroke, -8576,-15872,3072,532,-16296,10112,10212,-16240,-748
ForhandStroke, -6544,-15128,5064,2964,-14440,9168,10420,-11800,-1124
ForhandStroke, -6076,-12536,15912,9128,-9972,14644,15304,-10288,-520
ForhandStroke, 5548,-17680,19264,18916,-11776,7740,16076,-7812,-592
ForhandStroke, 16008,-14760,6800,17828,-13272,-3808,14316,-10392,-1460
ForhandStroke, 19004,-16596,7960,18440,-14148,-428,12220,-11220,104
ForhandStroke, 14608,-21796,4436,12196,-20360,584,10724,-15100,5864
ForhandStroke, 8072,-24108,6768,8368,-21100,4844,8452,-12160,7332
ForhandStroke, 13524,-30292,10740,12500,-30488,6008,8444,-20428,4904
ForhandStroke, 32767,-32768,17932,32767,-32768,-12344,22620,-32768,-3996
