BackhendDrive, -7912,-15404,4232,-228,-12632,12416,5656,-15128,1028
BackhendDrive, -7564,-14700,5400,1048,-11632,13380,7512,-15028,2580
BackhendDrive, -7916,-11992,5220,-208,-10196,13240,6084,-15100,3856
BackhendDrive, -12340,-12744,884,-5104,-10540,13964,1012,-18940,3480
BackhendDrive, -740,-18108,-3552,-3248,-15316,4388,1688,-20364,-3656
BackhendDrive, 10832,-19020,6224,11348,-15844,7104,6304,-12720,-1456
BackhendDrive, 23036,-10168,6740,19236,-9168,3380,8612,-11752,1268
BackhendDrive, 23372,2528,15964,23380,1776,6268,19324,-4044,364
BackhendDrive, 25712,296,14672,27284,-3008,15620,25108,-11464,8696
BackhendDrive, 32767,-20356,-6836,32767,-21948,-12692,32767,660,5172
BackhendDrive, 32767,-108,-32768,24572,-10352,-32768,9572,-11216,312
BackhendDrive, 6024,15764,-5372,-9220,-2968,-25972,280,-12820,-15852
BackhendDrive, -4548,16468,-13624,-11328,-3248,-12812,-6536,-15296,-732
BackhendDrive, -4856,2408,-12936,-14552,-8616,-3940,-2004,-14332,-1100
BackhendDrive, 700,4048,-14428,-4344,-6892,-8912,2868,-14916,484
BackhendDrive, 452,-15484,-5976,-1432,-17680,2960,5640,-19380,3560
BackhendDrive, -4968,-26084,8240,8904,-21408,20036,5032,-21604,5040
BackhendDrive, -7196,-18388,15456,8336,-11964,16640,9176,-10596,-764
BackhendDrive, -1304,-14896,9172,7024,-11336,13900,9504,-11952,-532
BackhendDrive, 4512,-12740,12056,8420,-8932,10584,12292,-12164,-144
BackhendDrive, 820,-17640,11648,7056,-14932,13104,10020,-16448,-1960
BackhendDrive, -3744,-8348,6176,508,-8268,12152,4464,-15832,2148
BackhendDrive, -4588,-13152,-1240,-1924,-12288,6840,5276,-17824,-1600
BackhendDrive, 20928,-16020,-3072,14340,-16976,1528,5140,-8904,-11312
BackhendDrive, 25056,-2216,6744,24700,-3864,5056,16960,-9496,-8856
BackhendDrive, 15908,-1152,1476,15276,-6752,6228,18136,-10776,-3288
BackhendDrive, 32767,-28032,20900,32767,-20364,10596,32767,-3828,3384
BackhendDrive, 32767,-32768,-32768,32767,-32768,-32768,11140,-17656,-9236
BackhendDrive, 31544,32767,-32768,6456,9652,-32768,6360,-23916,-3084
BackhendDrive, -6120,9008,-7576,-13360,-2800,-8340,-8892,-13372,-8852
BackhendDrive, -8384,5508,-12400,-13028,-7628,-8844,-5212,-13684,-3604
BackhendDrive, -4060,3728,-13968,-11304,-8592,-5108,-2200,-15684,-740
BackhendDrive, -4,2292,-16648,-6632,-8848,-9432,2924,-18496,3236
BackhendDrive, -3012,-9684,-7072,-4616,-13540,2472,-3628,-13796,5536
BackhendDrive, -18712,-12980,10700,-2784,-10296,20748,9140,-14968,8676
BackhendDrive, -14404,-15016,6732,1076,-10644,16340,10868,-14668,676
BackhendDrive, -9788,-14536,8572,4424,-10768,16204,11764,-12808,-1940
BackhendDrive, -11196,-12564,4032,-1224,-11564,12996,7816,-14520,-3052
BackhendDrive, -11196,-15548,-976,-2180,-16216,11960,7404,-18996,-4544
BackhendDrive, -10108,-14384,-308,-1332,-14228,11276,7712,-14964,-1400
BackhendDrive, -7668,-9864,1236,-1192,-10236,8496,5308,-14544,-2792
BackhendDrive, -6844,-12752,-8500,-5236,-16240,4300,3580,-18640,-4156
BackhendDrive, 1676,-17188,-2752,1324,-15236,2944,3928,-18712,-3400
BackhendDrive, 13720,-16752,5576,15612,-13692,5680,10832,-10336,-5372
BackhendDrive, 18024,-12732,5588,19004,-11416,2940,15408,-7972,-2716
BackhendDrive, 16996,-10484,2380,16420,-11424,2172,17208,-10296,324
BackhendDrive, 26732,-23000,17520,31312,-12464,14040,26264,-5456,6224
BackhendDrive, 32767,-32768,-18248,32767,-30276,-29792,19712,-11240,-5908
BackhendDrive, 32767,32767,-32768,14020,11580,-32768,5188,-16252,3280
BackhendDrive, -9284,8788,-12532,-17304,-3216,-11652,-6428,-12916,-8796
BackhendDrive, -5980,3772,-12760,-11580,-8640,-9056,-5384,-14340,-5360
BackhendDrive, -6500,-144,-13536,-10044,-10360,-3212,-1336,-15984,856
BackhendDrive, -4656,-4280,-12100,-6496,-9828,-5248,708,-15976,1260
BackhendDrive, -4748,-11276,-6676,-4160,-15332,4280,-1220,-11852,4356
BackhendDrive, -13812,-15324,4324,-4296,-14792,14080,4776,-16888,6104
BackhendDrive, -13184,-13956,8548,1280,-11852,17712,9052,-17108,2068
BackhendDrive, -10564,-14496,5720,3080,-12388,13920,10528,-14104,-2092
BackhendDrive, -9232,-13244,1972,780,-13408,10960,7424,-13560,-4532
BackhendDrive, -9480,-15700,-176,324,-15232,10224,7432,-14292,-4228
BackhendDrive, -8320,-14748,1144,1864,-14124,9880,8748,-12924,-4496
BackhendDrive, -7848,-14152,-5584,-696,-16764,7704,7088,-15692,-4384
BackhendDrive, 13528,-22720,-5008,4068,-12088,-7316,5152,-18272,-5132
BackhendDrive, 15456,-11088,-4124,10772,-14072,324,6656,-12764,-8280
BackhendDrive, 16184,-9900,-1832,13816,-13900,-684,16772,-10444,-4208
BackhendDrive, 17400,-10836,-5400,16568,-13576,-772,18468,-8404,324
BackhendDrive, 32767,-19584,5600,32767,-21284,7692,30632,-2704,6492
BackhendDrive, 32767,-30108,-27488,32767,-25836,-28564,8364,-18456,-4708
BackhendDrive, 32767,31928,-32768,-1060,6764,-32768,84,-14944,2760
BackhendDrive, -13208,-188,-5868,-11392,-4048,-6280,-6652,-13484,-5984
BackhendDrive, -9608,1928,-13608,-13276,-8248,-5364,-5724,-17052,-940
BackhendDrive, -9248,-5956,-11208,-9532,-11636,-1324,-1208,-15376,3260
BackhendDrive, -4532,3744,-7956,-7344,-4992,-1144,-608,-15076,2484
BackhendDrive, -10984,-8880,-1484,-6012,-12728,6964,576,-16252,1096
BackhendDrive, -12260,-20236,2660,-1340,-16460,18128,6988,-16632,2340
BackhendDrive, -12324,-16272,7348,2972,-14512,16100,13120,-15040,-112
BackhendDrive, -8184,-14916,1904,2436,-14508,9264,8640,-13436,-5164
BackhendDrive, -7664,-11028,56,852,-14524,7668,7344,-15348,-4912
BackhendDrive, -2972,-22824,-1104,2960,-22852,10404,5920,-21428,-5664
BackhendDrive, 19588,-13508,9664,14832,-11548,5208,10128,-16556,-4444
BackhendDrive, 15976,7504,2840,16528,20,6004,11256,-10704,-5168
BackhendDrive, 21020,8880,11116,20760,4068,11256,19384,-5956,4756
BackhendDrive, 32767,11916,12304,30900,3684,12852,21580,-6716,8184
BackhendDrive, 32767,-31348,-24960,20448,-32768,-12316,-1812,-24852,-4852
BackhendDrive, 20224,25844,-29856,-11224,11416,-27600,-4700,-22776,-6072
BackhendDrive, -7680,3044,-12588,-12580,-7792,-11020,-6616,-15748,-3132
BackhendDrive, -5784,1256,-13516,-9300,-9336,-5700,-3884,-13636,-176
BackhendDrive, -2540,-5796,-11036,-5016,-10340,-6992,588,-13968,3316
BackhendDrive, -6128,-7980,-7036,-6196,-12864,204,-436,-19192,3060
BackhendDrive, -15836,-18672,-656,-6032,-17320,15252,696,-22548,3540
BackhendDrive, -14876,-12332,6684,848,-13640,15916,6204,-19452,1856
BackhendDrive, -11836,-13044,7056,2760,-11912,14496,10216,-13696,-2476
BackhendDrive, -6696,-9772,6588,4036,-9556,11044,10132,-12212,-3944
