ForhandSlice, 15988,-14844,-32768,212,-32768,-25504,18292,-32768,-11096
ForhandSlice, 25804,-32768,-18088,21176,-32768,-18180,32767,22384,-2320
ForhandSlice, 8184,-15840,-8888,5464,-16536,-7352,12052,-8364,1484
ForhandSlice, 972,-5604,-3432,-620,-6200,-1824,3660,-18624,904
ForhandSlice, -5424,-10172,-6112,-4960,-9656,5152,1760,-24036,-1120
ForhandSlice, -16180,-10464,380,-6732,-10480,12696,-92,-17516,2856
ForhandSlice, -14988,-8328,-936,-8104,-11300,11824,1020,-16940,-140
ForhandSlice, -12100,-5612,-152,-6672,-8316,10304,964,-14192,-472
ForhandSlice, -10960,-6240,-2116,-7248,-8788,8204,1728,-16224,-3256
ForhandSlice, -17780,-14192,4720,-3216,-13528,18140,7420,-17956,-840
ForhandSlice, -14404,-10832,7920,324,-8960,16660,9128,-13384,-756
ForhandSlice, -9752,-9172,6224,1580,-7064,12828,8576,-10212,-104
ForhandSlice, -6588,-3144,10704,5020,-2704,12172,11104,-9428,-1244
ForhandSlice, -4144,-20668,14048,14072,-13360,13156,16948,-12476,-6956
ForhandSlice, -88,-32728,20720,23448,-21772,14964,17304,-12148,-6404
ForhandSlice, 5108,-32768,-5564,11420,-31504,736,6760,-19956,-2280
ForhandSlice, 4444,420,-15716,-2752,-9876,-10868,212,-8104,-7284
ForhandSlice, -1588,-1252,-12168,-6308,-10024,-5184,2128,-11200,-9876
ForhandSlice, 14384,-6288,-32768,192,-29744,-24652,13060,-28352,-12876
ForhandSlice, 32767,-32768,-27388,32767,-32768,-26052,32767,2740,-10832
ForhandSlice, 12932,-14792,-4952,10608,-14184,-8288,5080,-23424,32
ForhandSlice, 5824,-9880,-5504,4556,-12584,772,4316,-13968,3120
ForhandSlice, 4100,-16776,-9684,2572,-15264,-2144,5064,-13152,1840
ForhandSlice, -13080,-5636,-5380,-11124,-10524,9096,-556,-16328,1772
ForhandSlice, -16908,-5356,-4000,-11528,-8404,11340,-768,-17300,-184
ForhandSlice, -12924,-7440,-732,-7856,-9332,9724,1564,-15608,-2316
ForhandSlice, -11860,-4984,-5036,-8380,-7980,7940,1200,-15264,-3232
ForhandSlice, -18376,-14444,796,-7400,-15172,15728,5536,-17724,-3432
ForhandSlice, -16752,-12240,3096,-3196,-12176,17148,9756,-17172,-1864
ForhandSlice, -11660,-7472,3248,-2708,-7864,11968,6820,-12300,-1936
ForhandSlice, -5748,-4832,7400,3296,-3988,10476,12280,-10888,-1596
ForhandSlice, -2844,-20252,13120,13540,-15044,12072,15500,-11068,-5144
ForhandSlice, 1448,-25892,12936,18428,-19100,8872,18376,-11468,-7732
ForhandSlice, 3800,-32768,10292,21332,-26812,10860,16604,-14148,-4216
ForhandSlice, 1776,-21740,-15972,748,-23388,-2064,3460,-19096,556
ForhandSlice, -536,76,-10156,-5648,-5228,-5792,-2048,-6912,-4484
ForhandSlice, 764,5880,-13320,-6780,-7108,-9788,-592,-11304,-8688
ForhandSlice, 19960,-5180,-32768,3384,-31016,-23476,15052,-25980,-10048
ForhandSlice, 26304,-32768,-32768,28688,-32768,-20956,32767,8144,4200
ForhandSlice, 5300,-17708,-372,9112,-15724,-708,10968,-15568,2968
ForhandSlice, 2980,-13728,-9264,5460,-15136,-2288,6600,-13152,3896
ForhandSlice, 4488,-14096,-15036,2476,-17000,-3700,4016,-16760,688
ForhandSlice, -9780,-8680,-2420,-5412,-11108,9116,-1424,-18236,-40
ForhandSlice, -13976,-2648,2516,-8020,-5772,11612,360,-16380,316
ForhandSlice, -15972,-3836,-844,-7980,-7292,11796,864,-14664,-1096
ForhandSlice, -15648,-7312,352,-7760,-8784,12848,2660,-15684,-2640
ForhandSlice, -17140,-13516,4360,-5076,-12320,18224,8456,-20128,-760
ForhandSlice, -12052,-7880,9152,-544,-6984,14912,7964,-12608,-216
ForhandSlice, -5412,-4224,7676,3180,-4008,10356,9616,-9532,-1144
ForhandSlice, -4472,-11596,14380,9808,-8544,13800,13748,-11116,-3660
ForhandSlice, -5504,-28060,20672,20280,-18508,18452,17468,-13696,-8448
ForhandSlice, -1128,-32768,3820,12844,-28748,8400,6752,-20276,-2544
ForhandSlice, 6496,-8132,-19692,-1988,-13284,-11960,100,-8984,-7268
ForhandSlice, 1660,4688,-10536,-4584,-4548,-9280,320,-8604,-12892
ForhandSlice, -11044,-11824,1136,-3180,-12704,11032,6244,-14772,-2112
ForhandSlice, -14720,-15388,4772,-1712,-14808,16808,9084,-17408,-2488
ForhandSlice, -13504,-13548,5888,-180,-11864,15360,9380,-13508,-3096
ForhandSlice, -11024,-11164,6080,1596,-10724,13324,9240,-10792,-1988
ForhandSlice, -6816,-10448,13256,6840,-7776,14360,15196,-11112,396
ForhandSlice, -2752,-10256,8820,9108,-9508,8824,15012,-10616,-3560
ForhandSlice, 6652,-15908,11140,14880,-13444,5360,14684,-8804,-7156
ForhandSlice, 4300,6412,-7444,-1396,-1564,-6184,684,-5268,-7560
ForhandSlice, 3036,-5156,-23352,-5084,-21192,-12320,7036,-22500,-15960
ForhandSlice, 32767,-29356,-32768,32767,-32768,-32768,29592,-32072,-2528
ForhandSlice, 2608,-25420,-1988,8780,-20024,2768,8832,-30592,4984
ForhandSlice, 4840,-14544,-11072,3068,-14884,-8608,4388,-16964,-928
ForhandSlice, 4952,-14584,-15568,5456,-18656,-3920,6360,-9448,1476
ForhandSlice, -2096,-12252,-3496,-504,-14360,4820,4264,-19844,-8
ForhandSlice, -12960,-5660,2200,-8204,-10012,9788,824,-18084,-1108
ForhandSlice, -11732,-8804,-104,-6908,-11216,9800,1128,-14740,-2328
ForhandSlice, -13112,-10128,-724,-6096,-10692,10660,736,-15204,-3320
ForhandSlice, -10276,-12076,168,-1936,-15332,12400,7320,-14340,-3496
ForhandSlice, -12556,-11248,4284,-848,-11976,14900,9012,-17588,-2540
ForhandSlice, -14356,-13140,7472,796,-11452,16696,10572,-14956,-2056
ForhandSlice, -10364,-11616,5672,2032,-10268,12852,9372,-11016,-2632
ForhandSlice, -2624,-4752,7724,5900,-6204,8332,13100,-10188,-1632
ForhandSlice, 12088,-20252,8172,15300,-17096,2480,12436,-7380,-3580
ForhandSlice, 13944,-25472,-2656,16224,-19980,-5044,16760,-11948,-9144
ForhandSlice, 16756,-30760,-2176,18684,-25644,-3392,16248,-14232,-6544
ForhandSlice, 6620,-24196,-22244,4016,-27576,-6952,3952,-19420,1316
ForhandSlice, 5816,4852,-8460,-1360,-2536,-7928,1740,-4952,-5212
ForhandSlice, 76,8000,-13032,-7652,-6540,-11500,-1216,-14016,-10820
ForhandSlice, 31476,5856,-32768,6604,-32768,-32768,16964,-32768,-6852
ForhandSlice, 14652,-32768,-26628,13928,-32768,-11680,24572,6484,13424
ForhandSlice, 7124,-21556,-884,10304,-17468,-3048,10520,-8060,3720
ForhandSlice, 2496,-14368,-5712,904,-13476,1552,4420,-13616,3656
ForhandSlice, 1988,-18616,-14380,1408,-20036,-3716,4804,-13764,924
ForhandSlice, -5588,-9900,-7200,-5796,-13480,3760,-880,-17240,2016
ForhandSlice, -11152,-6428,-1096,-8280,-7840,9648,-328,-16544,712
ForhandSlice, -15128,-4008,-204,-9372,-7172,12628,-4,-15336,-740
ForhandSlice, -12668,-9024,-1832,-7340,-10908,10172,1192,-15468,-2460
ForhandSlice, -12716,-10068,-260,-5100,-11860,11656,5996,-16524,-4172
ForhandSlice, -14532,-13064,4180,-2644,-11844,15468,8172,-16856,-736
ForhandSlice, -14560,-12628,4088,-2720,-12052,14748,7080,-15580,-2312
ForhandSlice, -10016,-10784,2188,-880,-9124,11440,6460,-11648,-1548
ForhandSlice, -8648,-8096,11420,5668,-7460,14468,14864,-12016,-2424
ForhandSlice, -5592,-20532,12868,11320,-12588,14272,15140,-9876,-5528
ForhandSlice, 4924,-19476,11248,16624,-13940,6696,14880,-11124,-10208
ForhandSlice, 3480,-32768,11292,22304,-26856,11116,18592,-14416,-7388
ForhandSlice, 2352,-19492,-17084,-272,-21460,-5188,2160,-14916,-460
ForhandSlice, 644,2864,-8984,-5088,-4072,-5600,-752,-6420,-3900
ForhandSlice, 3644,2584,-20408,-4872,-13392,-13060,2892,-16972,-11988
ForhandSlice, 32767,-15092,-32768,14624,-32768,-23524,16196,-32768,-8016
ForhandSlice, 10524,-25840,-7664,15864,-21420,-8292,10312,-23080,2908
ForhandSlice, 4484,-17068,-9744,5016,-16904,-3304,6664,-13532,3912
ForhandSlice, 3884,-14204,-8264,3588,-15200,-1480,4748,-14344,788
ForhandSlice, -3784,-13268,-5472,-2020,-14992,5180,3356,-15920,172
ForhandSlice, -12412,-8188,3412,-6092,-8688,12860,660,-15392,1192
ForhandSlice, -13456,-8848,2644,-5484,-8316,11040,2404,-14864,-308
ForhandSlice, -11464,-12232,1224,-6016,-10304,11028,2568,-16140,-3552
ForhandSlice, -12588,-12692,792,-4904,-13612,14216,5540,-17368,-3360
ForhandSlice, -15564,-13284,3872,-3668,-11276,15496,8420,-18932,-964
ForhandSlice, -144,10128,-3948,-4600,968,-5568,-1632,-6868,-5772
ForhandSlice, 1416,-1664,-20524,-6356,-17448,-11596,4784,-20840,-15360
ForhandSlice, 32767,-22840,-32768,18064,-32768,-27188,23200,-32768,-3416
ForhandSlice, 16036,-32768,-1632,15348,-24048,-7628,8328,1268,9212
ForhandSlice, 4420,-17820,-5492,4596,-16176,-1296,10388,-6376,-508
ForhandSlice, -128,-12436,-4716,-6160,-10132,10480,3920,-13808,700
ForhandSlice, -5944,-13848,-11996,-5216,-18140,3068,-372,-14024,1040
ForhandSlice, -7016,-13088,-3660,-2140,-13996,5556,-1104,-16464,2280
ForhandSlice, -9304,-7460,-2948,-5616,-11572,6800,-3808,-9120,-2780
ForhandSlice, -12224,-8576,-20,-5568,-9800,10492,-564,-13424,1356
ForhandSlice, -11904,-8568,3188,-5280,-8236,11848,3780,-16364,796
ForhandSlice, -14176,-6724,2484,-5316,-7740,14384,2168,-18724,3216
ForhandSlice, -9432,-22628,5696,3060,-17812,13196,6656,-14088,868
ForhandSlice, -11444,-13720,2188,-1504,-13544,12432,5328,-18660,1264
